playlist_idx,hybrid_recommendations
10238,"[247450, 6666, 168606, 10765, 102026, 180201, 29052, 201211, 191313, 20673, 232729, 208658, 104413, 191177, 202106, 207476, 38245, 109660, 208248, 249109, 180819, 83460, 72522, 73995, 2180, 183213, 251617, 14281, 186479, 245418, 242528, 181596, 228264, 156346, 237495, 103098, 213713, 116049, 78987, 64021, 121753, 198641, 39349, 170436, 36372, 129035, 103823, 208864, 242974, 148753]"
10240,"[208730, 92245, 198293, 97636, 6447, 227170, 87405, 197789, 203882, 167597, 55221, 106277, 68055, 12818, 115640, 179215, 168039, 71825, 17359, 219167, 151026, 58917, 30450, 140151, 48087, 91335, 89370, 27535, 86202, 112935, 251386, 78898, 78618, 182505, 151293, 155891, 142496, 7184, 144106, 42147, 174893, 42037, 249333, 20824, 193353, 243704, 49966, 74841, 219789, 88112]"
10248,"[64550, 129996, 90973, 218755, 68163, 49453, 53497, 235367, 86135, 221079, 62064, 16252, 131429, 203253, 166690, 82682, 156298, 153789, 62757, 249186, 96809, 216374, 203557, 237415, 237495, 122751, 84826, 230184, 54047, 74662, 190899, 82821, 232281, 38018, 61874, 107507, 95081, 16769, 19825, 121813, 7627, 46586, 143389, 116049, 103098, 130724, 210354, 60803, 83741, 65143]"
10260,"[20673, 208658, 191313, 180819, 118317, 201377, 231840, 204569, 102026, 201211, 213713, 202106, 119774, 36372, 83460, 72522, 198641, 228264, 45282, 99481, 29052, 156199, 186479, 47657, 35237, 116049, 2180, 217339, 170436, 103098, 237495, 245418, 158157, 45959, 146458, 181596, 191177, 113368, 27274, 202104, 249870, 206931, 129862, 249773, 217217, 211409, 33309, 153669, 68141, 16769]"
10278,"[183235, 21934, 37999, 11771, 153229, 195264, 81071, 145123, 178066, 121372, 92376, 139638, 156338, 22529, 130036, 114247, 112799, 73525, 80941, 214234, 220179, 164594, 48460, 144450, 23243, 159996, 150245, 251806, 159420, 149739, 51357, 54230, 79240, 115790, 20513, 169880, 183213, 85144, 87378, 5306, 120617, 122101, 162554, 195942, 170310, 116851, 86568, 136073, 57825, 35935]"
10293,"[232729, 247450, 168606, 201211, 57572, 242974, 104413, 102026, 249785, 102584, 231436, 104659, 2180, 109660, 152463, 93098, 202106, 73829, 10765, 63511, 217965, 198641, 249109, 245418, 191313, 122336, 207476, 181596, 186479, 60993, 82561, 65892, 201377, 203517, 90523, 45959, 18997, 12634, 39349, 78987, 24004, 223774, 30840, 162517, 6765, 148651, 116049, 208248, 180201, 225936]"
10300,"[50047, 86790, 68844, 235367, 86135, 221079, 129996, 216374, 237495, 64550, 143123, 68163, 116049, 53497, 203557, 14975, 60803, 149917, 62064, 203253, 219734, 218755, 16252, 191177, 90973, 103098, 16769, 72522, 7627, 237415, 130724, 74662, 19825, 230184, 229720, 27071, 102705, 87793, 180201, 249785, 241787, 96809, 245084, 2000, 84826, 99868, 143095, 210354, 216252, 232281]"
10302,"[249785, 104413, 208248, 110859, 152463, 6666, 122336, 163048, 181596, 48557, 45282, 116049, 201211, 20673, 118317, 26659, 63352, 242974, 104659, 231840, 247450, 103098, 102584, 10765, 237495, 229720, 60993, 6765, 57996, 250306, 121753, 249109, 119775, 24902, 235367, 45495, 207513, 57572, 17649, 191313, 228264, 174692, 234647, 232729, 199770, 86424, 68844, 56156, 145548, 72522]"
10307,"[235367, 50047, 131429, 16252, 86135, 58505, 218755, 153789, 216374, 237495, 7627, 116049, 129996, 16769, 62064, 77655, 90973, 237415, 54047, 203557, 122751, 203253, 189386, 49453, 5894, 230184, 82682, 54119, 62757, 84826, 216252, 130724, 143123, 103098, 219734, 191177, 241787, 151584, 210354, 68844, 70529, 232281, 143095, 182651, 139096, 19825, 234471, 204678, 158927, 156348]"
10309,"[86790, 180201, 26659, 191177, 45282, 116049, 235367, 64550, 122336, 237495, 119775, 203557, 221079, 50047, 229720, 57996, 86135, 68163, 208248, 130724, 27407, 56156, 216374, 131429, 121753, 104413, 234647, 115454, 93035, 58505, 202106, 63352, 181596, 35237, 167186, 102584, 110859, 53497, 92846, 193787, 54047, 17649, 168606, 24902, 152463, 169595, 57572, 72522, 249109, 242528]"
10317,"[35237, 242528, 250306, 24902, 235367, 103098, 116049, 203557, 237495, 249785, 229720, 118618, 97864, 40301, 233897, 102192, 104413, 163048, 68844, 203253, 216374, 232281, 14975, 11830, 219531, 44387, 225852, 29920, 64550, 237293, 86135, 86790, 72522, 54047, 169595, 29626, 135193, 124237, 124094, 45282, 195884, 9092, 148728, 48708, 143123, 210921, 106017, 215457, 26659, 181596]"
10353,"[86790, 116049, 103098, 64550, 237495, 35237, 54047, 221079, 50047, 53497, 16769, 203253, 129996, 242528, 68163, 104413, 229720, 143123, 58505, 62064, 106017, 193787, 203557, 195884, 90973, 219734, 72522, 49453, 14975, 166690, 215457, 3065, 131429, 27407, 84826, 249785, 7627, 40301, 45282, 153789, 237415, 70529, 99481, 68844, 218755, 250666, 190899, 210354, 155439, 177254]"
10359,"[32793, 186258, 245418, 57996, 225394, 212784, 229720, 5923, 48557, 168210, 191313, 251981, 167934, 29246, 174692, 119084, 50124, 226684, 83087, 106804, 24943, 49239, 85508, 221049, 30534, 170850, 142963, 97551, 13191, 145634, 154435, 181133, 9012, 23252, 196135, 1870, 101857, 62531, 134300, 154977, 77189, 79687, 89801, 84309, 144575, 176517, 172218, 247083, 68844, 57902]"
10362,"[168606, 20673, 249109, 237495, 232729, 116049, 57572, 180201, 35237, 249785, 247450, 102584, 103098, 228264, 2180, 202106, 29052, 72522, 36372, 181596, 14281, 217965, 235367, 45282, 115454, 29032, 82561, 6666, 201211, 156346, 24902, 152463, 63352, 64021, 207166, 201377, 104659, 11188, 10765, 250306, 19554, 180819, 63511, 216374, 71577, 246233, 93098, 231840, 14975, 93035]"
10375,"[86790, 116049, 203557, 221079, 250306, 64550, 219734, 70529, 251689, 5894, 84826, 65433, 27071, 191316, 103098, 151584, 50047, 166690, 8445, 68844, 153789, 234471, 86135, 190816, 58505, 60803, 216240, 87793, 104413, 49453, 215457, 121753, 230184, 19825, 210354, 207513, 74662, 234425, 203253, 204678, 218755, 6089, 143095, 35237, 77655, 99868, 122751, 124237, 193787, 242528]"
10389,"[27407, 35237, 207513, 229720, 242528, 235367, 118618, 53497, 250306, 233897, 63263, 103098, 203253, 249109, 180201, 124094, 135193, 131355, 216540, 245084, 86790, 216374, 116049, 44387, 191177, 102192, 250666, 237495, 124237, 241312, 11830, 221079, 209437, 45495, 169595, 181640, 24902, 219965, 68450, 210921, 2125, 50047, 35332, 110859, 54047, 9092, 45282, 203557, 142102, 219531]"
10393,"[234534, 181349, 183784, 99858, 234733, 44776, 172067, 4355, 213309, 203592, 81039, 50686, 14800, 159610, 152015, 249020, 81498, 36594, 45269, 14306, 121368, 14962, 92837, 96144, 250762, 228347, 185260, 247319, 131271, 23200, 48557, 100737, 25252, 28205, 220144, 131295, 193641, 37784, 92114, 74430, 33113, 177741, 179148, 233262, 103538, 250560, 233661, 192349, 161097, 56294]"
10394,"[244479, 180819, 95915, 27071, 215708, 77369, 141457, 205759, 140396, 1731, 237293, 51718, 121663, 135996, 229593, 44776, 80198, 67005, 45269, 83989, 235043, 202807, 119336, 218255, 9269, 110738, 230545, 130290, 43053, 160714, 52002, 132190, 200386, 221063, 87539, 17256, 147088, 95271, 120515, 229846, 75249, 96374, 211741, 70253, 251379, 227532, 223358, 198475, 52347, 79610]"
10405,"[35237, 215457, 229720, 242528, 193787, 207513, 124094, 27407, 63263, 118618, 235367, 131355, 249109, 67273, 180201, 251849, 237495, 233897, 103098, 191177, 216374, 180819, 86790, 99481, 72522, 14975, 206765, 143123, 219965, 250306, 16769, 11830, 102192, 135193, 128223, 2125, 170436, 124237, 205833, 219734, 184725, 203253, 84826, 13597, 53497, 245084, 144118, 225936, 210354, 13475]"
10424,"[216374, 116049, 235367, 16769, 72522, 250306, 30051, 184725, 35237, 221079, 140314, 86790, 143123, 237415, 203856, 215457, 84826, 54047, 124237, 103098, 180201, 203253, 64550, 149636, 204273, 191316, 250666, 242528, 110859, 36171, 229720, 240000, 210354, 124094, 58505, 131355, 8445, 131216, 24170, 219734, 249109, 140167, 53696, 216240, 53497, 143059, 70529, 115697, 194878, 12262]"
10430,"[216374, 16769, 53497, 116049, 143123, 58505, 14975, 84826, 203253, 103098, 129996, 68844, 86135, 210354, 72522, 5894, 166690, 49453, 8445, 62064, 70529, 149917, 241787, 27071, 65433, 30051, 251689, 195884, 191177, 234471, 77655, 16252, 122751, 156348, 74662, 130724, 87793, 60803, 63084, 3065, 204678, 149530, 216240, 182651, 184979, 191316, 130094, 215457, 6089, 158927]"
10434,"[16769, 86790, 116049, 216374, 221079, 64550, 237415, 143123, 50047, 53497, 84826, 58505, 30051, 153789, 103098, 251689, 218755, 203253, 210354, 70529, 5894, 90973, 129996, 230184, 166690, 65433, 151584, 131429, 104413, 241787, 158927, 19825, 77655, 82682, 234425, 6089, 49453, 124237, 62064, 195884, 182651, 207513, 35237, 191426, 215457, 139096, 229720, 203856, 65143, 189386]"
10440,"[232729, 20673, 10765, 201377, 118317, 152463, 109660, 104413, 201211, 231840, 2180, 202106, 228264, 208658, 64021, 242974, 36372, 19554, 122336, 78987, 142306, 211409, 45282, 45959, 207476, 198709, 124337, 158157, 138667, 103098, 6666, 119774, 217217, 60993, 102584, 245418, 35237, 27274, 170436, 213713, 69011, 205239, 204569, 13428, 218728, 227395, 249109, 249870, 63511, 93098]"
10454,"[34094, 122597, 217729, 143682, 59031, 251617, 87806, 33445, 192501, 183688, 188290, 76812, 94251, 112333, 154321, 235751, 181839, 209804, 243474, 125282, 191313, 220179, 117652, 38529, 198976, 172218, 197030, 130947, 115859, 139257, 133974, 56322, 205408, 212781, 48713, 83411, 250228, 229551, 147304, 99309, 83460, 237774, 117402, 209374, 232829, 52013, 34319, 38245, 203138, 237978]"
10462,"[193035, 92245, 144271, 186, 17731, 120390, 243131, 249333, 89370, 206783, 7184, 42147, 124171, 172576, 113948, 142590, 2249, 190459, 10492, 108747, 106277, 184994, 236191, 4128, 244026, 31020, 77255, 206182, 38125, 88516, 17359, 23918, 239376, 22577, 163713, 137376, 55221, 182474, 10200, 24205, 39460, 12818, 185063, 57517, 214548, 136850, 102319, 198293, 237699, 6447]"
10465,"[235367, 116049, 50047, 53497, 64550, 208658, 237495, 16769, 221079, 20673, 216374, 34052, 54047, 153789, 102584, 68163, 86135, 191177, 131429, 203557, 216252, 237415, 58505, 251973, 217965, 68844, 203253, 218755, 57572, 140314, 7627, 180201, 130724, 129996, 115454, 228264, 62064, 9655, 232729, 149917, 2180, 143123, 166690, 104413, 45282, 232281, 207513, 245858, 73829, 245084]"
10480,"[235367, 72522, 116049, 216374, 237415, 203557, 221079, 216252, 53497, 86790, 104413, 54047, 103098, 5894, 190816, 64021, 215457, 64550, 234425, 236977, 180819, 250306, 35237, 195884, 68844, 210354, 63084, 151584, 45282, 153789, 191177, 234471, 241787, 203253, 174543, 68922, 207513, 209437, 159681, 250666, 202244, 149530, 180201, 204678, 140167, 194878, 193787, 155439, 58505, 24902]"
10485,"[235367, 250306, 116049, 203557, 216374, 16769, 14975, 221079, 86790, 237415, 143123, 103098, 27071, 104413, 153789, 251689, 35237, 68844, 53497, 140314, 191316, 30051, 58505, 84826, 86135, 193787, 250666, 143095, 215457, 63084, 70529, 7627, 124237, 5894, 234425, 50047, 209437, 190816, 216240, 241787, 203253, 131429, 99481, 19825, 182651, 210354, 159681, 6089, 157873, 32765]"
10489,"[183235, 246081, 90867, 38245, 130036, 11771, 115065, 21934, 97130, 194684, 178066, 212781, 173821, 56322, 219346, 184315, 135948, 121372, 181169, 116456, 136468, 128463, 108071, 10137, 116130, 168341, 135471, 31007, 192049, 148753, 96610, 209804, 206400, 74117, 6543, 46380, 153713, 193366, 156321, 65001, 237951, 208248, 31885, 24453, 99267, 84507, 153229, 218685, 76387, 106954]"
10491,"[237495, 216374, 221079, 219734, 143123, 86790, 216240, 250306, 203557, 53497, 64550, 68922, 104413, 84826, 64021, 68844, 124237, 153789, 193787, 191177, 8445, 242528, 151584, 190816, 203253, 241787, 32765, 187276, 236977, 121753, 143095, 180201, 139096, 251815, 13475, 7627, 249109, 209437, 191426, 208529, 180819, 90768, 177405, 90724, 68163, 230184, 207513, 204273, 50047, 110859]"
10494,"[237495, 221079, 216374, 53497, 203557, 16769, 72522, 143123, 50047, 103098, 237415, 131429, 241787, 130724, 180201, 14975, 203253, 219734, 86135, 140314, 45282, 84826, 143095, 58505, 68163, 168606, 166690, 251689, 35237, 193787, 7627, 218755, 19825, 5894, 216252, 184725, 229720, 110859, 60803, 30051, 129996, 191316, 70529, 191426, 190816, 6089, 215457, 240000, 209437, 230184]"
10497,"[76387, 130032, 135471, 97330, 208248, 231254, 129035, 53442, 161162, 58141, 84350, 38245, 230872, 193010, 168341, 218685, 83411, 180201, 3884, 54114, 232729, 232845, 46380, 157693, 169451, 246233, 241834, 250306, 35237, 212881, 117652, 60047, 237495, 251617, 191177, 215457, 131439, 109033, 189533, 52361, 190925, 23360, 133974, 136468, 233951, 94603, 105644, 241625, 11865, 178920]"
10522,"[76387, 97330, 58141, 130032, 231254, 135471, 135397, 129035, 84350, 53442, 232845, 206871, 3884, 161162, 27560, 168341, 208864, 38245, 230872, 73995, 157693, 54114, 23360, 241834, 218685, 60047, 193010, 178920, 233951, 135948, 11865, 185380, 105644, 26657, 155540, 169451, 196408, 241625, 132684, 75920, 129186, 46380, 186858, 109033, 116526, 66741, 79611, 31007, 108569, 106318]"
10525,"[10765, 104413, 168606, 208658, 201377, 118317, 64021, 122336, 213713, 198641, 180819, 204569, 231840, 19554, 201211, 2180, 119774, 152463, 36372, 242974, 206931, 138667, 186479, 49497, 102026, 227395, 146458, 144813, 34962, 45959, 217217, 211409, 223774, 6666, 48207, 181596, 84309, 103098, 147664, 249109, 217339, 57572, 33882, 237495, 129862, 208873, 102584, 170436, 60993, 86424]"
10529,"[235367, 16769, 86790, 216374, 64550, 237415, 53497, 54047, 72522, 219734, 153789, 184725, 251689, 99481, 8445, 210354, 104413, 45282, 50047, 5894, 70529, 193787, 234425, 215457, 27071, 180201, 216240, 230184, 7627, 35237, 131429, 166690, 218755, 86135, 249109, 203856, 19825, 131216, 149530, 49453, 234471, 241787, 140167, 124237, 99868, 122751, 63084, 6089, 68163, 250666]"
10538,"[111887, 175642, 164629, 199632, 157693, 55648, 218812, 125549, 206871, 147280, 102410, 235367, 84142, 232845, 97130, 7627, 101549, 31007, 78354, 215457, 22566, 125486, 197512, 145448, 207513, 189300, 58141, 72431, 131195, 148285, 108141, 82207, 191426, 206045, 108224, 225769, 73995, 111608, 48091, 20205, 237842, 32875, 97636, 248602, 102468, 168507, 203541, 144160, 140314, 68163]"
10540,"[216374, 16769, 237415, 14975, 86135, 84826, 207513, 140314, 180201, 104413, 184725, 218755, 35237, 166690, 131429, 99481, 193787, 210354, 68163, 19825, 30051, 149917, 65433, 230184, 241787, 151584, 130724, 70529, 8445, 190816, 7627, 82682, 5894, 234471, 130094, 191316, 62757, 229720, 62064, 216240, 156348, 250666, 181596, 240000, 16252, 143095, 204678, 195884, 234425, 3065]"
10554,"[102584, 208658, 118409, 104413, 115454, 119775, 242974, 231436, 228264, 77745, 168606, 251973, 2180, 63511, 26659, 93098, 82561, 211346, 2083, 122336, 18832, 125467, 71577, 202106, 234647, 232729, 34052, 181596, 24902, 198641, 201211, 92846, 25138, 168467, 148651, 249109, 224606, 207166, 56156, 33882, 251276, 30840, 152463, 53985, 104659, 36785, 6765, 231840, 45282, 89797]"
10558,"[191313, 212881, 172218, 251617, 183688, 34319, 29246, 154321, 174692, 237978, 216260, 229551, 87806, 246233, 244627, 143682, 79687, 163571, 219637, 51431, 83460, 139257, 38529, 89133, 143755, 79059, 116938, 102680, 113368, 1287, 125282, 182089, 232829, 249870, 47657, 38245, 111863, 184785, 8706, 73807, 250228, 162412, 49096, 218307, 100930, 146012, 115704, 9975, 122853, 177435]"
10560,"[191313, 34319, 219637, 61398, 35659, 29246, 251617, 85574, 216260, 1287, 164042, 229551, 130606, 143755, 50040, 79687, 244627, 237978, 33445, 174692, 113368, 235251, 178754, 154321, 109155, 87806, 89133, 183688, 102680, 163571, 47657, 123985, 195238, 220747, 77604, 140469, 162412, 249870, 243676, 250210, 56457, 181016, 174467, 140867, 88393, 232953, 188065, 14306, 57996, 6200]"
10567,"[34094, 57687, 83411, 237699, 189533, 117652, 122597, 246233, 133974, 243131, 187948, 117402, 192501, 137221, 84281, 3590, 43248, 9570, 168126, 76812, 169034, 17731, 206182, 186, 172576, 87172, 179215, 193035, 2249, 65300, 219379, 78618, 59031, 196582, 77255, 99309, 112333, 147304, 115710, 124171, 155438, 42658, 58141, 113948, 142578, 92419, 32809, 208382, 41041, 87806]"
10585,"[250306, 57996, 56156, 217965, 24902, 63352, 229720, 26659, 110859, 35237, 245858, 180201, 119775, 6765, 249109, 12771, 116049, 73829, 33882, 67273, 165827, 119508, 203253, 191177, 210921, 165917, 97864, 18997, 104413, 102584, 234647, 124094, 205833, 77745, 203557, 103098, 211346, 18832, 153789, 216374, 181640, 160231, 114167, 11830, 193787, 64550, 36785, 238995, 192423, 110461]"
10588,"[86790, 50047, 64550, 77655, 129996, 16252, 149917, 86135, 3065, 218755, 62064, 107507, 49453, 116049, 90973, 189386, 74662, 62757, 60803, 235367, 54047, 221079, 68163, 87793, 103098, 68844, 82682, 7627, 58505, 130724, 22275, 166690, 237495, 156298, 84826, 14975, 126542, 53497, 249186, 96809, 137109, 38018, 210354, 54119, 180201, 95081, 191177, 190899, 203557, 232281]"
10593,"[92245, 197789, 246233, 174531, 57687, 237495, 154321, 182505, 71825, 204596, 116049, 71481, 151293, 35237, 12818, 128945, 148812, 167597, 55221, 227170, 78618, 243131, 29052, 42147, 131177, 180201, 82073, 87806, 163713, 250306, 51431, 58147, 106277, 172576, 113948, 195554, 219167, 118679, 30450, 68055, 216260, 4128, 168972, 72522, 200455, 89133, 139257, 102026, 149636, 140151]"
10598,"[235367, 116049, 64550, 54047, 50047, 53497, 216252, 230184, 5894, 58505, 195884, 151584, 70529, 8445, 103098, 19825, 184725, 7627, 99481, 86135, 27071, 251689, 131429, 77655, 153789, 191316, 166690, 191177, 158927, 241787, 203253, 216240, 193787, 218755, 68163, 65143, 131216, 234425, 143095, 68844, 164641, 16252, 90973, 130094, 209437, 82682, 104413, 149917, 234471, 63084]"
10604,"[237495, 250306, 221079, 103098, 249109, 64550, 191177, 72522, 216374, 153789, 14975, 68844, 16769, 168606, 53497, 181596, 54047, 140314, 237415, 143123, 203557, 115454, 20673, 26659, 84826, 219734, 242528, 118317, 251689, 58505, 30051, 119775, 181640, 121753, 10765, 50047, 27071, 242974, 63352, 151584, 152463, 99481, 102026, 208658, 130724, 70529, 93035, 86135, 210354, 5894]"
10609,"[237495, 2000, 14975, 251689, 243131, 76572, 74901, 153789, 42147, 191316, 184725, 87387, 249333, 30920, 142583, 6447, 7184, 124171, 120390, 64021, 182505, 168606, 37668, 72522, 151293, 116049, 243704, 17359, 172576, 175743, 87405, 173476, 57099, 122336, 203557, 245039, 6666, 37717, 32765, 85556, 46334, 55221, 140167, 17731, 33309, 140434, 137396, 193035, 39460, 209260]"
10614,"[118317, 33882, 232729, 20673, 207166, 228264, 206931, 249785, 142306, 58073, 19554, 209750, 156346, 212881, 48557, 82561, 247450, 6666, 231436, 207476, 93098, 248145, 14281, 242528, 224606, 146458, 104413, 203509, 66561, 249109, 9642, 34052, 235251, 29032, 191313, 201377, 198641, 29246, 244627, 73829, 71577, 53379, 251617, 2180, 115704, 11830, 110461, 216260, 35237, 72437]"
10615,"[138775, 173813, 69920, 39413, 24985, 225008, 57263, 75113, 11702, 166527, 44410, 69255, 45282, 242980, 108564, 16846, 22122, 183235, 64637, 70922, 165497, 100313, 228264, 1065, 14975, 168205, 129970, 38528, 50045, 21473, 14350, 174753, 190725, 217966, 125375, 175352, 98398, 134233, 183213, 35498, 217733, 23892, 252193, 90103, 136073, 4455, 158962, 178396, 211269, 148488]"
10617,"[183235, 182995, 21934, 37999, 150245, 182940, 130036, 194684, 219346, 116456, 212781, 128463, 178066, 52260, 121372, 209804, 81071, 181169, 193736, 96610, 26999, 116130, 193366, 6543, 99267, 221020, 184315, 145123, 169880, 208565, 136073, 148812, 131855, 143193, 220179, 55051, 21385, 78666, 56322, 193738, 153229, 73704, 125516, 31885, 105755, 80941, 59304, 139638, 194834, 92376]"
