playlist_idx,cluster,tracks_to_predict,random_recommendations,collaborative_filtering_recommendations,content_based_unweigted_recommendations,content_based_weigted_recommendations,hybrid_recommendations
14895,3,"['231837' '87231' '25107' '84660' '97864' '67273' '142102' '207513'
 '190794' '64204']","[117929, 22637, 178640, 58510, 81688, 22423, 39974, 190724, 156014, 244919, 24403, 209001, 97900, 76524, 166468, 8271, 45305, 159553, 178050, 211949, 49228, 32898, 62324, 98621, 191403, 27516, 104196, 194382, 161133, 216738, 35200, 133418, 80305, 141683, 30106, 57187, 111354, 234669, 132755, 47135, 84715, 148056, 44729, 60651, 157303, 204317, 202126, 86789, 124715, 49074]","[35237, 121753, 172218, 67273, 191313, 219637, 115704, 34319, 232829, 208248, 174692, 97864, 202567, 251617, 35659, 102192, 163048, 191177, 229551, 85574, 237978, 102026, 207513, 27407, 250306, 24902, 216260, 131992, 33445, 116049, 87806, 233897, 229720, 45495, 164042, 149636, 24004, 249109, 183688, 1287, 143755, 26659, 113368, 251849, 79687, 235251, 178754, 181596, 47657, 163571]","[111552, 245084, 176295, 15203, 129186, 210624, 208248, 26657, 14364, 88393, 86497, 185380, 73908, 82657, 130032, 119674, 219580, 75654, 169451, 71107, 61398, 100372, 61465, 177736, 143113, 216354, 231109, 52276, 173990, 251653, 22830, 29246, 168149, 27063, 37624, 40660, 186289, 2109, 108657, 161430, 76752, 223858, 5256, 129386, 169962, 69435, 51993, 79611, 72820, 33687]","[208248, 129186, 10113, 250382, 153676, 88393, 184159, 52107, 96552, 240182, 1018, 15671, 249785, 219580, 130032, 23803, 104302, 245084, 29246, 100372, 203643, 178275, 168341, 194450, 82657, 151297, 251849, 145619, 192672, 58351, 133507, 218657, 150180, 89818, 179966, 14364, 2266, 32317, 142482, 126431, 191313, 149608, 42135, 145026, 198838, 222082, 176525, 169201, 180151, 213636]","[35237, 172218, 191313, 219637, 67273, 121753, 115704, 232829, 208248, 34319, 207513, 174692, 202567, 251617, 97864, 35659, 191177, 229551, 102192, 229720, 237978, 163048, 85574, 249109, 149636, 250306, 87806, 131992, 233897, 24004, 45495, 33445, 164042, 102026, 79687, 216260, 249070, 235251, 1287, 104413, 99481, 103098, 183688, 178754, 184785, 250210, 83674, 162412, 113368, 186289]"
14902,3,"['168352' '182512' '9211' '188456' '174366' '29149' '212968' '55292'
 '128399' '211984']","[98514, 131736, 194432, 226830, 81646, 131776, 246651, 114374, 77485, 41546, 13178, 224521, 111703, 91328, 128680, 139713, 203695, 11630, 199338, 10046, 69929, 80307, 97860, 145846, 12071, 108649, 131309, 5528, 9434, 209938, 121315, 137044, 88470, 168327, 42325, 21350, 195879, 83950, 33856, 196030, 66269, 99997, 225075, 141728, 227247, 167779, 92563, 90217, 69028, 32917]","[191313, 246233, 208382, 163571, 102680, 89133, 34319, 216260, 217729, 122597, 101799, 203138, 251617, 186690, 34094, 247450, 57536, 249774, 208658, 89715, 77995, 219221, 244627, 172218, 25528, 88393, 47657, 115859, 29052, 177435, 49096, 112277, 56457, 178162, 113368, 186258, 212881, 250266, 217944, 59031, 183213, 6200, 250362, 109522, 225394, 126786, 201788, 117402, 5923, 102026]","[29052, 168149, 93035, 129186, 180201, 141508, 130522, 123704, 140469, 208248, 95510, 121753, 192267, 34959, 176346, 154321, 60192, 78923, 115640, 183688, 87806, 132502, 216354, 169352, 196250, 24205, 143105, 154072, 95724, 84876, 71523, 139238, 24451, 86987, 221015, 21931, 117402, 98178, 12878, 102680, 181225, 168507, 57902, 1293, 80445, 89370, 74916, 13597, 43962, 213791]","[129186, 102680, 247320, 208248, 7225, 111863, 60873, 63241, 9570, 95724, 6447, 152720, 21766, 84255, 136850, 117402, 209230, 154321, 189020, 194684, 26048, 16964, 79059, 74916, 58917, 221079, 87134, 115640, 80445, 1293, 38256, 203882, 181225, 89370, 72069, 180201, 24451, 189201, 29246, 166948, 141508, 227901, 250469, 190384, 24205, 205688, 38900, 80634, 227260, 126456]","[191313, 246233, 208382, 163571, 102680, 89133, 216260, 217729, 122597, 34319, 101799, 203138, 251617, 186690, 47657, 34094, 88393, 57536, 29052, 208658, 89715, 112277, 25528, 49096, 219221, 249774, 102026, 247450, 115859, 186258, 6200, 113368, 77995, 244627, 56457, 29246, 59031, 212881, 183213, 177435, 172218, 217944, 250266, 178162, 225394, 126786, 250362, 88936, 109522, 38245]"
14925,1,"['53074' '92290' '3381' '31426' '61192' '163568' '27453' '136323' '224384'
 '48496']","[185048, 38986, 228810, 139258, 138738, 221434, 211744, 25065, 94734, 236473, 23769, 129912, 1898, 76192, 55838, 62428, 157472, 11269, 81585, 80189, 133089, 165192, 50571, 23134, 122370, 60653, 185427, 150433, 1740, 87042, 185175, 101477, 92558, 164246, 105372, 163176, 54211, 225426, 102082, 29844, 30955, 209525, 242448, 102466, 166494, 120647, 125471, 13303, 102892, 20871]","[208248, 122853, 94251, 218307, 221104, 8706, 30287, 187591, 116522, 123705, 53989, 120481, 212881, 144388, 157887, 248058, 181839, 172211, 213049, 121753, 48713, 150151, 175799, 125282, 224295, 72679, 232710, 162121, 165858, 51549, 182466, 246233, 134143, 43211, 43867, 89036, 224428, 31768, 156459, 250228, 229795, 79059, 11192, 76913, 163354, 165899, 118100, 205955, 170054, 176362]","[208248, 129186, 234445, 237495, 29052, 14364, 63352, 235385, 167186, 97301, 249785, 223858, 181596, 32156, 64166, 107940, 241891, 29790, 223154, 72973, 103098, 153844, 121437, 58917, 218005, 43445, 73995, 100131, 30652, 63511, 112272, 137675, 232281, 27701, 157126, 129429, 6666, 224528, 33331, 180201, 82752, 56594, 72983, 16197, 104293, 57902, 100399, 103061, 137497, 227093]","[234445, 241321, 101816, 144800, 103098, 232281, 96552, 129429, 37869, 240182, 63352, 10377, 189505, 116478, 44263, 119775, 157126, 235367, 237495, 83954, 123704, 122245, 71114, 249785, 109660, 203517, 47473, 29052, 69011, 111430, 91396, 48235, 12059, 208248, 10113, 53105, 235531, 93035, 37636, 97805, 217217, 35218, 82207, 16827, 663, 103061, 159950, 40743, 26659, 58917]","[208248, 94251, 122853, 218307, 8706, 30287, 53989, 221104, 187591, 120481, 157887, 116522, 181839, 144388, 123705, 150151, 48713, 212881, 248058, 213049, 172211, 175799, 125282, 224295, 232710, 134143, 182466, 165858, 72679, 162121, 79059, 43211, 224428, 51549, 246233, 121753, 43867, 250228, 156459, 89036, 118100, 11192, 68162, 76913, 33882, 205955, 170054, 251617, 229795, 176362]"
14962,2,"['233363' '122751' '49453' '184445' '204901' '72347' '26659' '50662'
 '135217' '235549']","[81556, 83594, 102567, 119001, 190687, 108675, 70076, 180366, 159015, 70016, 74118, 171707, 90391, 180935, 196621, 159382, 118052, 41737, 44083, 95096, 11380, 175032, 28455, 216588, 148516, 105065, 251520, 16274, 119800, 83518, 162682, 225472, 78218, 175493, 219100, 121221, 100865, 87895, 91757, 112027, 84445, 185619, 132164, 81379, 33768, 243485, 87354, 231588, 225785, 222163]","[250306, 14975, 54047, 72522, 7627, 70529, 65143, 68844, 90973, 8445, 151584, 251689, 86135, 149917, 129996, 77655, 19825, 27071, 122751, 99481, 191177, 143095, 216240, 49453, 139096, 62064, 209437, 241787, 191316, 99868, 130724, 63084, 182651, 204678, 195884, 242528, 131429, 4153, 35237, 215457, 180201, 130094, 90768, 62757, 234471, 155439, 40301, 124237, 189386, 207513]","[237818, 250306, 208248, 156298, 71907, 19278, 36171, 245084, 93035, 237495, 232281, 63230, 149917, 29052, 145179, 191269, 123797, 219881, 123133, 221079, 97904, 126197, 230729, 194633, 248305, 190011, 86790, 61364, 232001, 1578, 53497, 212343, 169067, 73914, 187773, 134172, 158927, 235367, 26659, 114593, 248921, 39491, 64550, 33309, 54119, 244454, 106903, 21189, 76329, 203253]","[237495, 237818, 156298, 250306, 191269, 31218, 168451, 123797, 71907, 149917, 232281, 123133, 53497, 26659, 51129, 16769, 86135, 37532, 203253, 184195, 203494, 83741, 162254, 77655, 221079, 199756, 46586, 248305, 93035, 173630, 99318, 124237, 117593, 48249, 131429, 120212, 245084, 49453, 208248, 34573, 64550, 63230, 1201, 190011, 113059, 169201, 122425, 210909, 147415, 207754]","[250306, 54047, 14975, 72522, 70529, 7627, 65143, 68844, 90973, 151584, 8445, 86135, 251689, 27071, 191177, 149917, 129996, 99481, 77655, 216240, 122751, 19825, 143095, 139096, 49453, 62064, 131429, 195884, 99868, 191316, 241787, 63084, 130724, 242528, 209437, 204678, 182651, 130094, 35237, 40301, 62757, 215457, 90768, 4153, 124237, 234471, 180201, 189386, 16252, 171781]"
14964,2,"['67937' '198554' '58181' '90237' '158958' '183044' '81395' '131878'
 '240394' '119442']","[176380, 45487, 5315, 228413, 146487, 108998, 1166, 149292, 126186, 21808, 146735, 110483, 167861, 176191, 138910, 164366, 194463, 192202, 143841, 90851, 156578, 211488, 180122, 162092, 81003, 125400, 141180, 2906, 63929, 9745, 80091, 97273, 167248, 217709, 129218, 92686, 73961, 159121, 190083, 43585, 172465, 4724, 245839, 18145, 85654, 247708, 86992, 192848, 63457, 213472]","[172218, 115704, 61398, 212881, 50040, 202567, 130606, 56073, 164042, 232829, 35659, 131992, 85574, 181016, 243676, 113242, 178754, 232953, 14306, 180091, 34319, 113137, 109155, 194103, 174467, 143755, 62935, 35486, 47219, 14025, 125095, 186852, 1287, 111610, 160935, 188065, 140305, 220747, 229551, 184785, 185533, 68815, 12590, 52067, 123985, 77604, 174698, 237978, 26759, 217594]","[54914, 87639, 100372, 32468, 51532, 202364, 79839, 168020, 206032, 41751, 123969, 69435, 18621, 22640, 131912, 44955, 71158, 163692, 24373, 93124, 246528, 30326, 251706, 210766, 107466, 114050, 216376, 140893, 101897, 94715, 158573, 22830, 66317, 10577, 182997, 48020, 213636, 150372, 54537, 23262, 201187, 20282, 153072, 61398, 169965, 175524, 224389, 128410, 10724, 248481]","[176801, 175894, 39505, 16582, 248767, 198446, 57487, 116134, 244303, 37355, 237883, 204757, 128410, 159020, 54914, 71158, 231943, 18167, 101624, 244769, 41751, 42380, 24517, 117669, 201187, 66317, 173249, 22830, 140893, 122059, 19111, 185907, 8160, 10445, 199881, 69435, 234069, 171004, 30326, 106201, 64993, 126843, 241292, 79839, 96079, 14305, 225820, 140305, 70705, 234077]","[172218, 115704, 61398, 50040, 56073, 212881, 130606, 202567, 164042, 232829, 131992, 85574, 35659, 181016, 14306, 178754, 243676, 113242, 62935, 180091, 174467, 34319, 232953, 194103, 109155, 143755, 113137, 35486, 1287, 47219, 14025, 125095, 160935, 188065, 140305, 229551, 186852, 184785, 185533, 195238, 217594, 220747, 237978, 68815, 100372, 140469, 174698, 12590, 184018, 111610]"
14972,1,"['27407' '160231' '101103' '12013' '83379' '707' '14954' '123645' '142186'
 '45959']","[243167, 85660, 216199, 184455, 44972, 37931, 147344, 131220, 34116, 75703, 134768, 136915, 143380, 72562, 46339, 134623, 236144, 192783, 131477, 132711, 220803, 116419, 232249, 402, 138686, 224691, 243699, 15423, 34263, 29790, 249552, 104045, 41762, 237190, 176218, 13507, 14202, 247085, 235950, 74460, 3828, 196538, 47870, 14311, 72579, 57085, 68164, 97316, 241063, 227957]","[27407, 207513, 35237, 149636, 131355, 63263, 116049, 124094, 191177, 169595, 68844, 249109, 180201, 104413, 209437, 122336, 250306, 237495, 242974, 168606, 181596, 118618, 251849, 180819, 153789, 202106, 102026, 24902, 216374, 233897, 201211, 235367, 13475, 24004, 86790, 249785, 221079, 193787, 96114, 110859, 86424, 41723, 9092, 229720, 76162, 152463, 143123, 16769, 170436, 99481]","[208248, 251276, 250306, 154312, 26659, 245084, 59604, 163621, 121753, 180201, 232281, 3939, 219881, 29052, 237495, 14364, 56156, 123704, 149917, 71907, 234445, 19278, 142387, 193787, 97904, 93035, 82657, 241891, 235367, 103403, 96211, 219637, 122245, 149636, 63352, 195028, 224295, 165876, 94978, 138601, 74000, 223858, 97301, 53497, 21189, 167186, 196009, 182297, 63263, 83712]","[250306, 234445, 96552, 208248, 164095, 26659, 149917, 218275, 245084, 203643, 153712, 249785, 229720, 226499, 193787, 35237, 9052, 169201, 96211, 153685, 191269, 142482, 237495, 122708, 223858, 241321, 147415, 104302, 129429, 53989, 59604, 17758, 22850, 219734, 240182, 56156, 104510, 14364, 137291, 83712, 123704, 24004, 82657, 232281, 19055, 191471, 234425, 203253, 80475, 251276]","[27407, 207513, 35237, 149636, 104413, 116049, 63263, 169595, 124094, 191177, 68844, 180201, 131355, 249109, 209437, 122336, 118618, 168606, 242974, 237495, 250306, 251849, 202106, 24902, 64550, 229720, 135193, 233897, 181596, 153789, 102026, 9092, 201211, 53497, 13475, 44387, 235367, 118317, 216374, 193787, 180819, 221079, 99481, 115454, 170436, 249785, 206765, 86424, 16769, 86790]"
14994,2,"['234471' '87793' '251617' '36171' '53497' '107705' '16252' '49453'
 '68796' '79059']","[69672, 251149, 211545, 116867, 26667, 118629, 17597, 117158, 139030, 155941, 142554, 123701, 9226, 247947, 238510, 149976, 33766, 219977, 69334, 246205, 204626, 81015, 111699, 103611, 84888, 211689, 104972, 27173, 177948, 144839, 237440, 30743, 6938, 179255, 64984, 17198, 176358, 30317, 158883, 163076, 181073, 50202, 92765, 122267, 35426, 241405, 42925, 234761, 211497, 18044]","[237495, 53497, 216374, 50047, 237415, 180201, 191177, 16769, 121753, 45282, 58505, 68163, 84826, 49453, 14975, 131429, 210354, 72522, 230184, 218755, 104413, 216252, 143095, 215457, 140314, 70529, 184725, 62064, 7627, 190816, 90973, 65433, 5894, 3065, 149636, 249785, 182651, 6089, 241787, 245084, 99481, 232281, 29920, 27071, 77655, 16252, 96114, 9092, 130094, 234471]","[29052, 93035, 26659, 208248, 250306, 1578, 237495, 180201, 219881, 123704, 221079, 149917, 36171, 86790, 245084, 230729, 232281, 53497, 237818, 63352, 71907, 156298, 241891, 33309, 126197, 218275, 190011, 154312, 97904, 19278, 4153, 251276, 50047, 54119, 39491, 21189, 35237, 27701, 82821, 169067, 58917, 10377, 163621, 203253, 242528, 235367, 229791, 54630, 131429, 130724]","[250306, 26659, 191269, 123797, 237495, 232281, 169201, 149917, 51129, 168451, 156298, 221079, 93035, 31218, 245084, 86135, 110708, 229720, 48249, 11359, 164095, 37532, 13597, 25286, 124237, 53497, 86790, 64550, 208248, 237818, 234425, 131429, 203494, 99318, 9705, 193787, 217890, 36171, 29052, 46586, 3584, 117483, 83741, 235367, 207754, 120212, 19055, 63221, 175538, 162254]","[237495, 53497, 216374, 237415, 50047, 58505, 180201, 45282, 16769, 191177, 68163, 121753, 84826, 14975, 131429, 72522, 49453, 230184, 210354, 143095, 104413, 216252, 184725, 7627, 215457, 70529, 5894, 65433, 218755, 99481, 140314, 62064, 3065, 190816, 182651, 90973, 77655, 241787, 149636, 6089, 245084, 29920, 27071, 232281, 151584, 9092, 249785, 234471, 16252, 30051]"
14997,1,"['94153' '147741' '198332' '55020' '193073' '42652' '208885' '242879'
 '31212' '231440']","[89574, 21810, 69424, 187058, 134063, 167760, 163535, 197169, 191108, 204389, 198645, 110101, 211701, 144307, 127479, 193694, 169213, 247952, 174967, 155331, 143979, 117155, 78067, 34020, 86936, 247230, 251937, 106563, 67380, 218183, 188130, 148153, 238265, 160364, 51275, 239920, 138889, 96588, 139363, 95153, 144579, 145538, 97046, 205231, 141269, 77149, 222826, 151891, 173192, 176959]","[87405, 6447, 197789, 120390, 185063, 214548, 243131, 42147, 172576, 198293, 106277, 113948, 78618, 55221, 133696, 175382, 249333, 186690, 12818, 2249, 174531, 200727, 39251, 82073, 115640, 142590, 193035, 71481, 17359, 68595, 23918, 131177, 34094, 99771, 2000, 43248, 74901, 227170, 203882, 77255, 246857, 200455, 122597, 250245, 188290, 97636, 20655, 10492, 154321, 144271]","[209893, 34959, 96667, 141508, 55235, 130522, 84876, 199661, 33903, 195516, 245519, 174957, 62344, 86987, 16134, 173572, 196250, 128945, 129944, 176346, 13597, 142801, 251420, 115640, 57687, 32809, 217056, 197789, 243131, 95724, 244723, 29255, 239376, 22192, 183688, 168507, 174974, 154321, 182388, 168878, 234739, 152720, 162552, 40921, 108827, 87806, 154072, 89370, 194005, 26048]","[247320, 7225, 235367, 95724, 9570, 209230, 13597, 6447, 102680, 115640, 111863, 203882, 89370, 60873, 136850, 152720, 92245, 68950, 84255, 74916, 16964, 80445, 80634, 77255, 210474, 26048, 155221, 189020, 174693, 244723, 128945, 99771, 127852, 250469, 63241, 201788, 194684, 97361, 58917, 21766, 181225, 84072, 216685, 1293, 146486, 190384, 24205, 214548, 72069, 227894]","[87405, 197789, 6447, 120390, 42147, 214548, 185063, 243131, 198293, 172576, 55221, 113948, 249333, 133696, 106277, 175382, 78618, 12818, 142590, 39251, 186690, 200727, 174531, 99771, 82073, 2249, 17359, 115640, 71481, 43248, 193035, 250245, 97636, 68595, 74901, 203882, 77255, 131177, 2000, 227170, 34094, 200455, 23918, 246857, 10492, 188290, 154321, 71825, 42037, 4128]"
15032,3,"['232425' '229063' '27085' '162915' '118882' '155087' '178082' '169830'
 '112644' '147818']","[126063, 56392, 244419, 185372, 124197, 191020, 166242, 142613, 223818, 124246, 154263, 191101, 73321, 173408, 244861, 59473, 46259, 205979, 81176, 102509, 60189, 167209, 46735, 126117, 115917, 111854, 233328, 201226, 247607, 236585, 125656, 132433, 62064, 190328, 188344, 242740, 251831, 212510, 219853, 179906, 67930, 47812, 110115, 236549, 22757, 9917, 117451, 122671, 28568, 22081]","[212881, 232829, 251617, 202567, 85574, 172218, 235251, 220747, 56073, 243676, 131992, 130606, 250210, 219637, 113242, 181016, 109155, 77604, 14306, 184018, 113137, 219293, 249070, 232953, 188065, 88467, 34319, 64204, 180091, 31550, 14025, 102680, 164042, 35486, 94251, 111610, 228386, 229551, 6200, 72145, 121523, 155500, 188310, 160935, 224422, 74022, 88393, 47219, 89133, 47657]","[129186, 88393, 188600, 223858, 69460, 151265, 129717, 170428, 183863, 105270, 178920, 111552, 29246, 45081, 173990, 143027, 113182, 72763, 137520, 246095, 142344, 164240, 20282, 56125, 95985, 11552, 96091, 250210, 188673, 198446, 230127, 35237, 2109, 193034, 219637, 84336, 72973, 58581, 78028, 120210, 69525, 34727, 181839, 61061, 72709, 185380, 28975, 10200, 162859, 65380]","[129429, 88393, 1361, 133510, 8283, 223858, 27192, 117, 120210, 9052, 83712, 40918, 188357, 53241, 103066, 16197, 243768, 92431, 225192, 185907, 7897, 2266, 168683, 35237, 165046, 14364, 198182, 83604, 206844, 132185, 242879, 151359, 123985, 5784, 101489, 33445, 208248, 53095, 76442, 76986, 93767, 97130, 129186, 149656, 178754, 246095, 78023, 204757, 229, 218657]","[212881, 232829, 251617, 202567, 85574, 172218, 56073, 235251, 250210, 220747, 131992, 243676, 113242, 130606, 249070, 181016, 219637, 77604, 109155, 14306, 188065, 184018, 232953, 34319, 219293, 113137, 88467, 64204, 31550, 180091, 14025, 228386, 164042, 224295, 6200, 35486, 88393, 9975, 102680, 224422, 132812, 160935, 229551, 72145, 188310, 194677, 111610, 47219, 174698, 62935]"
15037,2,"['180201' '127239' '180262' '131133' '128245' '148614' '16252' '217962'
 '29217' '71907']","[77533, 2539, 105833, 993, 62050, 43166, 231269, 14261, 167703, 241424, 198955, 236999, 176513, 62558, 41304, 166808, 237718, 98084, 150630, 161447, 212831, 203241, 79233, 163268, 239274, 247114, 128241, 100215, 169383, 160051, 183864, 72790, 207362, 92265, 78268, 113786, 171436, 172728, 72392, 162441, 91459, 87978, 16057, 17834, 108992, 229995, 151413, 204131, 127660, 47454]","[86790, 49453, 64550, 60803, 16252, 90973, 149917, 86135, 218755, 62064, 153789, 235367, 74662, 87793, 221079, 232281, 68163, 53497, 116049, 82682, 54119, 68844, 245084, 96809, 230184, 216374, 58505, 54047, 130724, 156298, 191177, 193787, 99868, 62757, 249186, 237495, 7627, 143123, 203253, 82821, 166690, 19825, 77655, 203557, 190816, 103098, 210354, 156348, 237415, 241787]","[216470, 237818, 216283, 156298, 123797, 230016, 248305, 232281, 63352, 250306, 1578, 237495, 93035, 244454, 29052, 186883, 245084, 191269, 208248, 19278, 218965, 71907, 145235, 86283, 44898, 97904, 214162, 29194, 54119, 139632, 169067, 83629, 191316, 229791, 218275, 208909, 56370, 39491, 7416, 73914, 46586, 60631, 230729, 190011, 80659, 9705, 118196, 64550, 76243, 173260]","[123797, 237818, 237495, 245084, 156298, 147415, 54119, 63221, 248305, 71907, 244454, 29194, 59169, 208248, 168451, 120376, 173630, 48249, 99299, 122425, 115552, 51129, 203494, 97904, 169236, 191316, 51702, 250306, 113059, 93385, 216470, 149917, 191269, 84864, 19278, 162745, 14573, 9705, 199756, 168040, 39491, 232281, 117483, 123133, 29217, 21189, 77655, 135404, 215613, 31218]","[86790, 49453, 64550, 86135, 16252, 60803, 149917, 90973, 218755, 62064, 74662, 235367, 87793, 221079, 153789, 68163, 232281, 68844, 53497, 82682, 130724, 116049, 245084, 54119, 96809, 193787, 230184, 156298, 58505, 77655, 249186, 237495, 7627, 210354, 62757, 84826, 191177, 166690, 216374, 54047, 99868, 143123, 82821, 190816, 203253, 19825, 103098, 16769, 190899, 203557]"
